project_id,week_start,labor_cost,material_cost,total_cost,labor_pct,material_pct
PRJ-2018-001,2018-01-08,12143.74,0.0,12143.74,1.0,0.0
PRJ-2018-001,2018-01-15,15676.32,448492.73,464169.05,0.03377286788078611,0.9662271321192138
PRJ-2018-001,2018-01-22,8392.84,539487.92,547880.76,0.015318734682342194,0.9846812653176579
PRJ-2018-001,2018-01-29,10460.150000000001,310121.56,320581.71,0.03262865495352184,0.9673713450464781
PRJ-2018-001,2018-02-05,8918.579999999998,274973.05,283891.63,0.03141543834878118,0.9685845616512188
PRJ-2018-001,2018-02-12,15811.100000000002,0.0,15811.100000000002,1.0,0.0
PRJ-2018-001,2018-02-19,17347.92,178625.44,195973.36,0.08852182766065755,0.9114781723393425
PRJ-2018-001,2018-02-26,13815.93,0.0,13815.93,1.0,0.0
PRJ-2018-001,2018-03-05,19484.969999999998,151536.26,171021.23,0.11393304796135542,0.8860669520386446
PRJ-2018-001,2018-03-12,29326.639999999992,223627.11,252953.74999999997,0.11593676709675185,0.8840632329032482
PRJ-2018-001,2018-03-19,26903.819999999992,0.0,26903.819999999992,1.0,0.0
PRJ-2018-001,2018-03-26,25671.579999999987,24146.66,49818.23999999999,0.5153048361403372,0.4846951638596627
PRJ-2018-001,2018-04-02,27594.78,95136.9,122731.68,0.2248382813630515,0.7751617186369485
PRJ-2018-001,2018-04-09,32818.66,1106979.56,1139798.22,0.028793394676471774,0.9712066053235283
PRJ-2018-001,2018-04-16,26658.95999999999,1861824.11,1888483.07,0.014116599943890409,0.9858834000561096
PRJ-2018-001,2018-04-23,34777.679999999986,0.0,34777.679999999986,1.0,0.0
PRJ-2018-001,2018-04-30,35663.97999999998,161148.68,196812.65999999997,0.18120775360690713,0.8187922463930929
PRJ-2018-001,2018-05-07,27433.10999999999,787420.53,814853.64,0.03366630355851388,0.9663336964414861
PRJ-2018-001,2018-05-14,33038.099999999984,1576049.52,1609087.62,0.020532194511570463,0.9794678054884295
PRJ-2018-001,2018-05-21,31472.649999999987,221307.53,252780.18,0.12450600359569325,0.8754939964043067
PRJ-2018-001,2018-05-28,30145.52999999999,181815.48,211961.01,0.14222205300871132,0.8577779469912886
PRJ-2018-001,2018-06-04,30006.16999999999,567670.28,597676.4500000001,0.05020470523809326,0.9497952947619066
PRJ-2018-001,2018-06-11,31990.939999999984,561747.1799999999,593738.1199999999,0.05388055595958702,0.946119444040413
PRJ-2018-001,2018-06-18,36608.31999999999,0.0,36608.31999999999,1.0,0.0
PRJ-2018-001,2018-06-25,27202.38999999999,1167234.1,1194436.49,0.022774245619371514,0.9772257543806285
PRJ-2018-001,2018-07-02,33554.57999999999,0.0,33554.57999999999,1.0,0.0
PRJ-2018-001,2018-07-09,24451.789999999997,0.0,24451.789999999997,1.0,0.0
PRJ-2018-001,2018-07-16,34349.29999999999,392828.03,427177.33,0.08040993186600044,0.9195900681339996
PRJ-2018-001,2018-07-23,33837.359999999986,467155.69000000006,500993.05000000005,0.06754057765871199,0.932459422341288
PRJ-2018-001,2018-07-30,25704.65999999999,0.0,25704.65999999999,1.0,0.0
PRJ-2018-001,2018-08-06,27297.859999999986,432033.66,459331.51999999996,0.059429537951151246,0.9405704620488488
PRJ-2018-001,2018-08-13,30965.559999999983,91648.98,122614.53999999998,0.25254394788742013,0.7474560521125799
PRJ-2018-001,2018-08-20,30011.069999999992,347214.85,377225.92,0.07955728492888292,0.9204427150711171
PRJ-2018-001,2018-08-27,30060.28999999999,859471.79,889532.0800000001,0.03379337370272243,0.9662066262972775
PRJ-2018-001,2018-09-03,33174.52999999999,812267.1699999999,845441.7,0.039239287581864006,0.960760712418136
PRJ-2018-001,2018-09-10,27022.92,845942.87,872965.79,0.030955302383613447,0.9690446976163865
PRJ-2018-001,2018-09-17,28231.639999999985,105785.03,134016.66999999998,0.21065767415352127,0.7893423258464788
PRJ-2018-001,2018-09-24,33226.679999999986,1645755.88,1678982.5599999998,0.01978977077641592,0.9802102292235841
PRJ-2018-001,2018-10-01,30251.999999999985,0.0,30251.999999999985,1.0,0.0
PRJ-2018-001,2018-10-08,27137.749999999996,0.0,27137.749999999996,1.0,0.0
PRJ-2018-001,2018-10-15,39141.94999999998,278984.32,318126.27,0.12303903729798857,0.8769609627020113
PRJ-2018-001,2018-10-22,34640.419999999984,0.0,34640.419999999984,1.0,0.0
PRJ-2018-001,2018-10-29,29741.36999999999,0.0,29741.36999999999,1.0,0.0
PRJ-2018-001,2018-11-05,21537.719999999998,0.0,21537.719999999998,1.0,0.0
PRJ-2018-001,2018-11-12,19015.86,0.0,19015.86,1.0,0.0
PRJ-2018-001,2018-11-19,13753.739999999998,0.0,13753.739999999998,1.0,0.0
PRJ-2018-001,2018-11-26,12415.92,0.0,12415.92,1.0,0.0
PRJ-2018-001,2018-12-03,16733.159999999996,0.0,16733.159999999996,1.0,0.0
PRJ-2018-001,2018-12-10,16547.09,167427.98,183975.07,0.08994202312302423,0.9100579768769758
PRJ-2018-001,2018-12-17,16985.54,0.0,16985.54,1.0,0.0
PRJ-2018-001,2018-12-24,17188.160000000003,0.0,17188.160000000003,1.0,0.0
PRJ-2018-001,2018-12-31,20312.459999999995,0.0,20312.459999999995,1.0,0.0
PRJ-2018-001,2019-01-07,15022.510000000004,0.0,15022.510000000004,1.0,0.0
PRJ-2018-001,2019-01-14,19056.079999999998,0.0,19056.079999999998,1.0,0.0
PRJ-2018-001,2019-01-21,22772.019999999997,0.0,22772.019999999997,1.0,0.0
PRJ-2018-001,2019-01-28,17720.66,0.0,17720.66,1.0,0.0
PRJ-2018-001,2019-02-04,17690.58,0.0,17690.58,1.0,0.0
PRJ-2018-001,2019-02-11,2554.3199999999997,0.0,2554.3199999999997,1.0,0.0
PRJ-2018-001,2019-04-29,1579.52,0.0,1579.52,1.0,0.0
PRJ-2018-001,2019-05-06,1817.6,0.0,1817.6,1.0,0.0
PRJ-2018-001,2019-05-13,5000.02,0.0,5000.02,1.0,0.0
PRJ-2018-001,2019-05-20,1495.9199999999998,0.0,1495.9199999999998,1.0,0.0
PRJ-2018-001,2019-05-27,3655.8399999999997,0.0,3655.8399999999997,1.0,0.0
PRJ-2018-001,2019-06-03,1817.6,0.0,1817.6,1.0,0.0
PRJ-2018-001,2019-06-10,817.92,0.0,817.92,1.0,0.0
PRJ-2018-001,2019-06-17,345.6,0.0,345.6,1.0,0.0
PRJ-2018-002,2018-01-08,2003.5199999999998,0.0,2003.5199999999998,1.0,0.0
PRJ-2018-002,2018-01-15,11407.84,0.0,11407.84,1.0,0.0
PRJ-2018-002,2018-01-22,12240.840000000002,0.0,12240.840000000002,1.0,0.0
PRJ-2018-002,2018-01-29,13276.310000000001,0.0,13276.310000000001,1.0,0.0
PRJ-2018-002,2018-02-05,10941.8,0.0,10941.8,1.0,0.0
PRJ-2018-002,2018-02-12,9411.2,0.0,9411.2,1.0,0.0
PRJ-2018-002,2018-02-19,11334.379999999997,0.0,11334.379999999997,1.0,0.0
PRJ-2018-002,2018-02-26,10324.48,0.0,10324.48,1.0,0.0
PRJ-2018-002,2018-03-05,15559.23,0.0,15559.23,1.0,0.0
PRJ-2018-002,2018-03-12,13441.400000000001,0.0,13441.400000000001,1.0,0.0
PRJ-2018-002,2018-03-19,11201.520000000002,0.0,11201.520000000002,1.0,0.0
PRJ-2018-002,2018-03-26,7901.52,395954.81,403856.33,0.0195651755662713,0.9804348244337286
PRJ-2018-002,2018-04-02,14405.520000000002,0.0,14405.520000000002,1.0,0.0
PRJ-2018-002,2018-04-09,49359.29999999998,0.0,49359.29999999998,1.0,0.0
PRJ-2018-002,2018-04-16,35794.039999999986,0.0,35794.039999999986,1.0,0.0
PRJ-2018-002,2018-04-23,43124.69999999999,177895.16,221019.86,0.1951168551097625,0.8048831448902375
PRJ-2018-002,2018-04-30,32571.019999999982,0.0,32571.019999999982,1.0,0.0
PRJ-2018-002,2018-05-07,41885.92999999997,599472.71,641358.6399999999,0.06530812463990503,0.934691875360095
PRJ-2018-002,2018-05-14,38591.649999999994,557450.15,596041.8,0.06474654965473896,0.935253450345261
PRJ-2018-002,2018-05-21,49904.409999999974,352755.6,402660.00999999995,0.12393684190292445,0.8760631580970756
PRJ-2018-002,2018-05-28,45504.41999999998,264353.54,309857.95999999996,0.14685573996549897,0.8531442600345011
PRJ-2018-002,2018-06-04,41682.639999999985,0.0,41682.639999999985,1.0,0.0
PRJ-2018-002,2018-06-11,48544.329999999965,330460.63,379004.95999999996,0.12808362719052535,0.8719163728094746
PRJ-2018-002,2018-06-18,42749.15999999998,490918.28,533667.4400000001,0.0801044935400218,0.9198955064599781
PRJ-2018-002,2018-06-25,46466.57999999997,0.0,46466.57999999997,1.0,0.0
PRJ-2018-002,2018-07-02,53053.069999999956,74424.99,127478.05999999997,0.41617412439442497,0.583825875605575
PRJ-2018-002,2018-07-09,46765.93999999998,367358.38,414124.32,0.11292729680787639,0.8870727031921236
PRJ-2018-002,2018-07-16,43831.85999999997,771020.99,814852.85,0.05379113541788554,0.9462088645821144
PRJ-2018-002,2018-07-23,49403.20999999997,463355.18999999994,512758.3999999999,0.09634792916117996,0.90365207083882
PRJ-2018-002,2018-07-30,50902.24999999997,834241.89,885144.14,0.05750730044939344,0.9424926995506065
PRJ-2018-002,2018-08-06,39639.209999999985,283037.26,322676.47,0.12284505901530406,0.877154940984696
PRJ-2018-002,2018-08-13,41886.44999999998,372187.1,414073.54999999993,0.10115702874525549,0.8988429712547445
PRJ-2018-002,2018-08-20,32880.66999999999,109854.68,142735.34999999998,0.23036108434245614,0.7696389156575439
PRJ-2018-002,2018-08-27,45404.29999999998,0.0,45404.29999999998,1.0,0.0
PRJ-2018-002,2018-09-03,41310.24999999997,1113047.04,1154357.29,0.03578636385620259,0.9642136361437974
PRJ-2018-002,2018-09-10,56215.17999999996,0.0,56215.17999999996,1.0,0.0
